RowID,OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,ProductID,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit,OrderYearMonth
56,ORD-0775,2022-03-18,2022-03-24,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.34,3,0.0,10.9698,2022-03
57,ORD-0789,2022-03-18,2022-03-23,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002893,Office Supplies,Paper,Wirebound Service Call Books 5 1/2 inch x 4 inch,19.36,2,0.0,9.2928,2022-03
58,ORD-1044,2022-03-18,2022-03-24,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,13.98,1,0.0,4.0542,2022-03
59,ORD-1044,2022-03-18,2022-03-24,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,2,0.0,15.9792,2022-03
60,ORD-0775,2022-03-18,2022-03-24,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,699.93,7,0.0,181.9818,2022-03
61,ORD-0261,2022-03-19,2022-03-21,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Miami,Florida,33180,South,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,25.248,3,0.2,4.1028,2022-03
62,ORD-0003,2022-03-19,2022-03-22,Standard Class,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10001025,Furniture,Furnishings,Eldon Imàge Series Desk Accessories Clear,24.3,5,0.0,10.45,2022-03
63,ORD-0003,2022-03-19,2022-03-22,Standard Class,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10002445,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame Desktop 5 x 7,9.48,1,0.0,3.79,2022-03
64,ORD-0003,2022-03-19,2022-03-22,Standard Class,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10002960,Furniture,Furnishings,Eldon 200 Class Desk Accessories Burgundy,31.4,5,0.0,13.19,2022-03
65,ORD-0003,2022-03-19,2022-03-22,Standard Class,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),6.48,1,0.0,3.11,2022-03
66,ORD-0003,2022-03-19,2022-03-22,Standard Class,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,TEC-PH-10001300,Technology,Phones,iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5 4S 4,209.5,10,0.0,58.66,2022-03
67,ORD-0770,2022-03-21,2022-03-25,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-FA-10003467,Office Supplies,Fasteners,Alliance Big Bands Rubber Bands 12/Pack,5.94,3,0.0,0.0,2022-03
68,ORD-0140,2022-03-21,2022-03-26,Standard Class,IM-15055,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.08,6,0.0,19.2384,2022-03
69,ORD-1045,2022-03-24,2022-03-27,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,FUR-BO-10004409,Furniture,Bookcases,Safco Value Mate Series Steel Bookcases Baked Enamel Finish on Steel Gray,141.96,2,0.0,39.7488,2022-03
70,ORD-0879,2022-03-24,2022-03-29,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,0.0,4.4712,2022-03
71,ORD-0879,2022-03-24,2022-03-29,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10004587,Furniture,Furnishings,GE General Use Halogen Bulbs 100 Watts 1 Bulb per Pack,62.82,3,0.0,30.7818,2022-03
72,ORD-1045,2022-03-24,2022-03-27,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,2,0.0,5.0196,2022-03
73,ORD-0879,2022-03-24,2022-03-29,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10000380,Office Supplies,Paper,REDIFORM Incoming/Outgoing Call Register 11 inch X 8 1/2 inch 100 Messages,16.68,2,0.0,8.34,2022-03
74,ORD-0879,2022-03-24,2022-03-29,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10003072,Office Supplies,Paper,Eureka Recycled Copy Paper 8 1/2 inch x 11 inch Ream,19.44,3,0.0,9.3312,2022-03
75,ORD-0879,2022-03-24,2022-03-29,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-ST-10004337,Office Supplies,Storage,SAFCO Commercial Wire Shelving 72h,489.92,8,0.0,0.0,2022-03
76,ORD-0879,2022-03-24,2022-03-29,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,187.98,2,0.0,52.6344,2022-03
77,ORD-0879,2022-03-24,2022-03-29,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,155.35,13,0.0,0.0,2022-03
78,ORD-0360,2022-03-25,2022-03-31,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,333.0,3,0.2,-16.65,2022-03
79,ORD-0360,2022-03-25,2022-03-31,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,0.0,12.0252,2022-03
80,ORD-0360,2022-03-25,2022-03-31,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,57.23,1,0.0,14.3075,2022-03
81,ORD-0107,2022-03-26,2022-04-01,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000343,Office Supplies,Binders,Pressboard Covers with Storage Hooks 9 1/2 inch x 11 inch Light Blue,3.928,1,0.2,1.3257,2022-03
82,ORD-0605,2022-03-28,2022-04-02,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,2,0.0,4.752,2022-03
83,ORD-0605,2022-03-28,2022-04-02,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,229.94,2,0.0,6.8982,2022-03
84,ORD-0332,2022-03-29,2022-03-31,First Class,LC-17050,Liz Carlisle,Consumer,United States,Mission Viejo,California,92691,West,FUR-BO-10003966,Furniture,Bookcases,Sauder Facets Collection Library Sky Alder Finish,290.666,2,0.15,3.4196,2022-03
85,ORD-0691,2022-03-30,2022-04-01,First Class,BD-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302,Central,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,0.0,206.316,2022-03
86,ORD-0442,2022-03-31,2022-04-07,Standard Class,EB-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710,South,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,18.336,2,0.7,-12.224,2022-03
87,ORD-0676,2022-03-31,2022-04-04,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.35,5,0.0,5.8045,2022-03
88,ORD-0442,2022-03-31,2022-04-07,Standard Class,EB-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5,0.2,13.572,2022-03
89,ORD-0270,2022-04-01,2022-04-04,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13.272,3,0.2,4.3134,2022-04
90,ORD-0270,2022-04-01,2022-04-04,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,2,0.2,27.248,2022-04
91,ORD-0181,2022-04-02,2022-04-06,Second Class,MH-17440,Mark Haberlin,Corporate,United States,Escondido,California,92025,West,OFF-BI-10003676,Office Supplies,Binders,GBC Standard Recycled Report Covers Clear Plastic Sheets,17.248,2,0.2,6.0368,2022-04
92,ORD-0213,2022-04-02,2022-04-06,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.896,3,0.2,29.0136,2022-04
93,ORD-0213,2022-04-02,2022-04-06,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,OFF-PA-10000350,Office Supplies,Paper,Message Book Standard Line inchWhile You Were Out inch 5 1/2 inch X 4 inch 200 Sets/Book,34.24,4,0.0,16.0928,2022-04
94,ORD-0229,2022-04-04,2022-04-08,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Romeoville,Illinois,60441,Central,OFF-BI-10001196,Office Supplies,Binders,Avery Flip-Chart Easel Binder Black,8.952,2,0.8,-14.7708,2022-04
95,ORD-0567,2022-04-04,2022-04-07,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15.0,4,0.0,7.2,2022-04
96,ORD-0567,2022-04-04,2022-04-07,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,144.95,5,0.0,42.0355,2022-04
97,ORD-0567,2022-04-04,2022-04-07,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,161.61,1,0.0,42.0186,2022-04
98,ORD-1061,2022-04-05,2022-04-08,Second Class,CS-12250,Chris Selesnick,Corporate,United States,New York City,New York,10024,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96,4,0.0,9.744,2022-04
99,ORD-0222,2022-04-05,2022-04-10,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Linden,New Jersey,07036,East,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,115.36,7,0.0,49.6048,2022-04
100,ORD-0477,2022-04-06,2022-04-07,First Class,NM-18445,Nathan Mautz,Home Office,United States,North Las Vegas,Nevada,89031,West,FUR-FU-10002111,Furniture,Furnishings,Master Caster Door Stop Large Brown,14.56,2,0.0,5.5328,2022-04
101,ORD-1050,2022-04-09,2022-04-13,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,FUR-CH-10001146,Furniture,Chairs,Global Value Mid-Back Manager's Chair Gray,60.89,1,0.0,15.2225,2022-04
102,ORD-1050,2022-04-09,2022-04-13,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,FUR-FU-10002298,Furniture,Furnishings,Rubbermaid ClusterMat Chairmats Mat Size- 66 inch x 60 inch Lip 20 inch x 11 inch -90 Degree Angle,332.94,3,0.0,53.2704,2022-04
103,ORD-0508,2022-04-09,2022-04-13,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1256.22,6,0.0,75.3732,2022-04
104,ORD-0508,2022-04-09,2022-04-13,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.2062,2022-04
105,ORD-1050,2022-04-09,2022-04-13,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,51.9,3,0.0,24.393,2022-04
