RowID,OrderYearMonth,OrderDate,CustomerName,Segment,Region,Category,Sales
114,2022-04,2022-04-08,Marina Lichtenstein,Corporate,West,Technology,239.97
115,2022-04,2022-04-09,Barry Französisch,Corporate,West,Office Supplies,21.36
116,2022-04,2022-04-10,Michael Nguyen,Consumer,Central,Office Supplies,7.96
117,2022-04,2022-04-10,Michael Nguyen,Consumer,Central,Office Supplies,1.08
118,2022-04,2022-04-11,Delfina Latchford,Consumer,Central,Office Supplies,54.208
119,2022-04,2022-04-12,Troy Blackwell,Consumer,Central,Furniture,25.16
120,2022-04,2022-04-12,Aaron Bergman,Consumer,Central,Office Supplies,12.624
121,2022-04,2022-04-14,Linda Cazamias,Corporate,Central,Furniture,20.32
122,2022-04,2022-04-14,Steven Roelle,Home Office,West,Office Supplies,12.96
123,2022-04,2022-04-14,Linda Cazamias,Corporate,Central,Technology,62.31
124,2022-04,2022-04-15,Tamara Manning,Consumer,Central,Office Supplies,8.85
125,2022-04,2022-04-16,Sue Ann Reed,Consumer,West,Office Supplies,19.44
126,2022-04,2022-04-17,Michael Grace,Home Office,Central,Office Supplies,4.428
127,2022-04,2022-04-17,Michael Grace,Home Office,Central,Office Supplies,6.936
128,2022-04,2022-04-18,Jennifer Halladay,Consumer,West,Office Supplies,22.776
129,2022-04,2022-04-18,Jennifer Halladay,Consumer,West,Office Supplies,32.896
130,2022-04,2022-04-21,Joy Smith,Consumer,East,Office Supplies,19.456
131,2022-04,2022-04-23,Vicky Freymann,Home Office,Central,Furniture,634.116
132,2022-04,2022-04-23,Shahid Collister,Consumer,Central,Furniture,362.25
133,2022-04,2022-04-23,Dave Brooks,Consumer,West,Furniture,457.568
134,2022-04,2022-04-23,Shahid Collister,Consumer,Central,Furniture,63.552
135,2022-04,2022-04-23,Giulietta Weimer,Consumer,Central,Furniture,376.509
136,2022-04,2022-04-23,Shahid Collister,Consumer,Central,Office Supplies,18.84
137,2022-04,2022-04-23,Vicky Freymann,Home Office,Central,Office Supplies,17.472
138,2022-04,2022-04-23,Shahid Collister,Consumer,Central,Office Supplies,129.552
139,2022-04,2022-04-23,Giulietta Weimer,Consumer,Central,Office Supplies,137.352
140,2022-04,2022-04-23,Hallie Redmond,Home Office,East,Technology,5.94
141,2022-04,2022-04-24,Kristina Nunn,Home Office,East,Office Supplies,11.36
142,2022-04,2022-04-24,Nicole Hansen,Corporate,East,Office Supplies,3.424
143,2022-04,2022-04-24,Kristina Nunn,Home Office,East,Office Supplies,36.4
144,2022-04,2022-04-24,Nicole Hansen,Corporate,East,Technology,151.2
145,2022-04,2022-04-25,Jill Stevenson,Corporate,East,Furniture,302.45
146,2022-04,2022-04-25,Eva Jacobs,Consumer,West,Furniture,626.352
147,2022-04,2022-04-25,Sam Craven,Consumer,Central,Office Supplies,176.772
148,2022-04,2022-04-25,Ashley Jarboe,Consumer,South,Office Supplies,19.456
149,2022-04,2022-04-25,Anne Pryor,Home Office,East,Office Supplies,25.32
150,2022-04,2022-04-25,Anne Pryor,Home Office,East,Office Supplies,125.76
151,2022-04,2022-04-25,Jill Stevenson,Corporate,East,Office Supplies,15.12
152,2022-04,2022-04-25,Jill Stevenson,Corporate,East,Office Supplies,44.672
153,2022-04,2022-04-25,Anne Pryor,Home Office,East,Technology,9.99
154,2022-04,2022-04-26,Sanjit Chand,Consumer,South,Office Supplies,15.552
155,2022-04,2022-04-26,Clay Ludtke,Consumer,South,Office Supplies,354.9
156,2022-04,2022-04-27,Aimee Bixby,Consumer,East,Office Supplies,59.52
157,2022-04,2022-04-27,Aimee Bixby,Consumer,East,Office Supplies,49.632
158,2022-04,2022-04-27,Aimee Bixby,Consumer,East,Office Supplies,97.82
159,2022-04,2022-04-27,Aimee Bixby,Consumer,East,Office Supplies,18.62
160,2022-04,2022-04-27,Aimee Bixby,Consumer,East,Technology,479.97
161,2022-04,2022-04-29,Craig Molinari,Corporate,West,Furniture,436.704
162,2022-04,2022-04-29,Aaron Bergman,Consumer,West,Furniture,48.712
163,2022-04,2022-04-29,Craig Molinari,Corporate,West,Furniture,481.568
164,2022-04,2022-04-29,Craig Molinari,Corporate,West,Office Supplies,20.65
165,2022-04,2022-04-29,Aaron Bergman,Consumer,West,Office Supplies,17.94
166,2022-04,2022-04-29,Nora Pelletier,Home Office,West,Office Supplies,107.648
167,2022-04,2022-04-29,Craig Molinari,Corporate,West,Office Supplies,204.9
168,2022-04,2022-04-29,Aaron Bergman,Consumer,West,Office Supplies,242.94
169,2022-05,2022-05-02,Kean Thornton,Consumer,West,Office Supplies,83.168
170,2022-05,2022-05-02,Scott Williamson,Consumer,Central,Office Supplies,22.38
171,2022-05,2022-05-02,Kean Thornton,Consumer,West,Office Supplies,636.408
172,2022-05,2022-05-03,Chloris Kastensmidt,Consumer,East,Furniture,8.32
173,2022-05,2022-05-03,Filia McAdams,Corporate,South,Office Supplies,146.76
174,2022-05,2022-05-03,Richard Bierner,Consumer,West,Office Supplies,7.98
175,2022-05,2022-05-03,Chloris Kastensmidt,Consumer,East,Office Supplies,10.464
176,2022-05,2022-05-03,Filia McAdams,Corporate,South,Office Supplies,14.94
177,2022-05,2022-05-03,Kelly Andreada,Consumer,East,Office Supplies,108.92
178,2022-05,2022-05-03,Filia McAdams,Corporate,South,Technology,32.96
179,2022-05,2022-05-03,Filia McAdams,Corporate,South,Technology,587.97
180,2022-05,2022-05-05,Nicole Fjeld,Home Office,West,Furniture,915.14
181,2022-05,2022-05-05,Nicole Fjeld,Home Office,West,Furniture,327.76
182,2022-05,2022-05-06,Christine Kargatis,Home Office,South,Furniture,1139.92
183,2022-05,2022-05-06,Dean Katz,Corporate,West,Office Supplies,3.38
184,2022-05,2022-05-06,Jason Fortune-,Consumer,West,Office Supplies,33.088
185,2022-05,2022-05-06,Jason Fortune-,Consumer,West,Office Supplies,62.048
186,2022-05,2022-05-06,Neil Französisch,Home Office,South,Office Supplies,91.056
187,2022-05,2022-05-06,Dean Katz,Corporate,West,Office Supplies,10.56
188,2022-05,2022-05-06,Rick Bensley,Home Office,Central,Office Supplies,8.448
189,2022-05,2022-05-06,Jason Fortune-,Consumer,West,Office Supplies,80.98
190,2022-05,2022-05-06,Jason Fortune-,Consumer,West,Office Supplies,21.36
191,2022-05,2022-05-06,Jason Fortune-,Consumer,West,Technology,82.8
192,2022-05,2022-05-06,Rick Bensley,Home Office,Central,Technology,574.91
193,2022-05,2022-05-07,Alan Shonely,Consumer,South,Furniture,45.696
194,2022-05,2022-05-07,Alan Shonely,Consumer,South,Office Supplies,7.218
195,2022-05,2022-05-07,Alan Shonely,Consumer,South,Office Supplies,43.188
196,2022-05,2022-05-07,Alan Shonely,Consumer,South,Office Supplies,131.904
197,2022-05,2022-05-07,Alan Shonely,Consumer,South,Office Supplies,142.776
198,2022-05,2022-05-08,Kristina Nunn,Home Office,South,Technology,471.92
199,2022-05,2022-05-09,Christine Phan,Corporate,East,Furniture,1071.576
200,2022-05,2022-05-09,Christine Phan,Corporate,East,Furniture,1579.746
201,2022-05,2022-05-09,Christine Phan,Corporate,East,Furniture,613.908
202,2022-05,2022-05-09,Bradley Nguyen,Consumer,Central,Office Supplies,93.78
203,2022-05,2022-05-09,Mark Haberlin,Corporate,South,Office Supplies,32.67
204,2022-05,2022-05-09,Annie Zypern,Consumer,Central,Office Supplies,4.448
205,2022-05,2022-05-09,Bradley Nguyen,Consumer,Central,Office Supplies,19.68
206,2022-05,2022-05-09,Bradley Nguyen,Consumer,Central,Office Supplies,35.88
207,2022-05,2022-05-09,Mark Haberlin,Corporate,South,Office Supplies,30.44
208,2022-05,2022-05-09,Mark Haberlin,Corporate,South,Office Supplies,11.43
209,2022-05,2022-05-09,Bradley Nguyen,Consumer,Central,Office Supplies,53.4
210,2022-05,2022-05-09,Bradley Nguyen,Consumer,Central,Office Supplies,47.18
211,2022-05,2022-05-09,Christine Phan,Corporate,East,Office Supplies,155.04
212,2022-05,2022-05-09,Annie Zypern,Consumer,Central,Office Supplies,5.184
213,2022-05,2022-05-09,Annie Zypern,Consumer,Central,Office Supplies,15.552
214,2022-05,2022-05-09,Christine Phan,Corporate,East,Office Supplies,34.86
215,2022-05,2022-05-09,Mark Haberlin,Corporate,South,Office Supplies,16.0
216,2022-05,2022-05-09,Mark Haberlin,Corporate,South,Office Supplies,12.96
217,2022-05,2022-05-09,Quincy Jones,Corporate,East,Office Supplies,126.624
218,2022-05,2022-05-10,Eileen Kiefer,Home Office,West,Furniture,1198.33
219,2022-05,2022-05-10,Sean Miller,Home Office,South,Furniture,122.352
220,2022-05,2022-05-10,Sean Miller,Home Office,South,Furniture,30.768
221,2022-05,2022-05-10,Sample Company A,Home Office,West,Furniture,111.0
222,2022-05,2022-05-10,Sean Miller,Home Office,South,Office Supplies,8.016
223,2022-05,2022-05-10,Sean Miller,Home Office,South,Office Supplies,18.936
224,2022-05,2022-05-10,Sean Miller,Home Office,South,Office Supplies,21.376
225,2022-05,2022-05-10,Sample Company A,Home Office,West,Office Supplies,1856.19
226,2022-05,2022-05-10,Sample Company A,Home Office,West,Technology,1279.968
227,2022-05,2022-05-10,Sean Miller,Home Office,South,Technology,22638.48
228,2022-05,2022-05-10,Sean Miller,Home Office,South,Technology,821.3
229,2022-05,2022-05-11,Matt Connell,Corporate,South,Furniture,20.016
230,2022-05,2022-05-11,Matt Connell,Corporate,South,Furniture,4.992
231,2022-05,2022-05-11,Matt Connell,Corporate,South,Office Supplies,33.57
232,2022-05,2022-05-11,Matt Connell,Corporate,South,Office Supplies,11.808
233,2022-05,2022-05-11,Matt Connell,Corporate,South,Office Supplies,26.16
234,2022-05,2022-05-11,Matt Connell,Corporate,South,Technology,170.24
235,2022-05,2022-05-11,Matt Connell,Corporate,South,Technology,323.976
236,2022-05,2022-05-13,Gary McGarr,Consumer,South,Furniture,218.376
237,2022-05,2022-05-13,Gary McGarr,Consumer,South,Furniture,32.952
238,2022-05,2022-05-13,Kristen Hastings,Corporate,South,Office Supplies,9.32
239,2022-05,2022-05-13,Cassandra Brandow,Consumer,East,Office Supplies,6.048
240,2022-05,2022-05-13,Cassandra Brandow,Consumer,East,Office Supplies,7.408
241,2022-05,2022-05-13,Kristen Hastings,Corporate,South,Office Supplies,122.94
242,2022-05,2022-05-13,Kristen Hastings,Corporate,South,Office Supplies,14.4
243,2022-05,2022-05-13,Gary McGarr,Consumer,South,Office Supplies,59.2
244,2022-05,2022-05-13,Kristen Hastings,Corporate,South,Office Supplies,122.97
245,2022-05,2022-05-13,Thomas Seio,Corporate,South,Office Supplies,16.272
246,2022-05,2022-05-13,Kristen Hastings,Corporate,South,Technology,3499.93
247,2022-05,2022-05-14,Beth Fritzler,Corporate,West,Furniture,314.352
248,2022-05,2022-05-14,Vivian Mathis,Consumer,Central,Office Supplies,16.28
249,2022-05,2022-05-14,Craig Carroll,Consumer,South,Office Supplies,51.465
250,2022-05,2022-05-14,Craig Carroll,Consumer,South,Office Supplies,7.644
251,2022-05,2022-05-14,Beth Fritzler,Corporate,West,Office Supplies,74.352
252,2022-05,2022-05-15,Bruce Geld,Consumer,South,Office Supplies,9.912
253,2022-05,2022-05-15,Patrick O'Donnell,Consumer,West,Office Supplies,330.4
254,2022-05,2022-05-15,Patrick O'Donnell,Consumer,West,Technology,604.752
255,2022-05,2022-05-16,Maurice Satty,Consumer,West,Furniture,40.48
256,2022-05,2022-05-16,Carlos Daly,Consumer,East,Office Supplies,24.9
257,2022-05,2022-05-17,Annie Zypern,Consumer,East,Furniture,366.786
258,2022-05,2022-05-17,Christina Anderson,Consumer,West,Office Supplies,25.44
259,2022-05,2022-05-17,Christina Anderson,Consumer,West,Office Supplies,14.88
260,2022-05,2022-05-17,Christina Anderson,Consumer,West,Office Supplies,6.56
261,2022-05,2022-05-17,Christina Anderson,Consumer,West,Technology,45.48
262,2022-05,2022-05-18,Damala Kotsonis,Corporate,West,Office Supplies,3.36
263,2022-05,2022-05-18,Damala Kotsonis,Corporate,West,Office Supplies,27.936
264,2022-05,2022-05-18,Cindy Stewart,Consumer,West,Office Supplies,18.75
265,2022-05,2022-05-18,Jonathan Doherty,Corporate,West,Technology,66.3
266,2022-05,2022-05-18,Damala Kotsonis,Corporate,West,Technology,28.784
267,2022-05,2022-05-20,Mike Pelletier,Home Office,East,Furniture,330.588
268,2022-05,2022-05-20,Christina VanderZanden,Consumer,Central,Furniture,1184.72
269,2022-05,2022-05-20,Christina VanderZanden,Consumer,Central,Office Supplies,6.12
270,2022-05,2022-05-20,Daniel Raglin,Home Office,West,Technology,302.376
271,2022-05,2022-05-21,Mike Gockenbach,Consumer,Central,Furniture,890.841
272,2022-05,2022-05-22,Guy Armstrong,Consumer,West,Furniture,205.666
273,2022-05,2022-05-22,Mark Packer,Home Office,Central,Furniture,127.302
274,2022-05,2022-05-22,Susan Gilcrest,Corporate,East,Office Supplies,10.5
275,2022-05,2022-05-22,Kunst Miller,Consumer,East,Office Supplies,49.65
276,2022-05,2022-05-22,Mark Packer,Home Office,Central,Office Supplies,335.72
277,2022-05,2022-05-22,Dorris liebe,Corporate,West,Office Supplies,44.4
278,2022-05,2022-05-22,Nat Carroll,Consumer,Central,Office Supplies,129.3
279,2022-05,2022-05-22,Dorris liebe,Corporate,West,Office Supplies,15.84
280,2022-05,2022-05-22,Mark Packer,Home Office,Central,Technology,251.944
281,2022-05,2022-05-23,Trudy Glocke,Consumer,South,Furniture,1125.488
282,2022-05,2022-05-23,Alex Avila,Consumer,West,Office Supplies,52.98
283,2022-05,2022-05-23,Trudy Glocke,Consumer,South,Office Supplies,4.032
284,2022-05,2022-05-23,Karen Bern,Corporate,South,Office Supplies,1.869
285,2022-05,2022-05-23,Trudy Glocke,Consumer,South,Office Supplies,12.645
286,2022-05,2022-05-23,Dorothy Dickinson,Consumer,Central,Office Supplies,8.134
287,2022-05,2022-05-23,Jas O'Carroll,Consumer,East,Office Supplies,0.852
288,2022-05,2022-05-23,Alex Avila,Consumer,West,Office Supplies,673.568
289,2022-05,2022-05-23,Dorothy Dickinson,Consumer,Central,Technology,79.984
290,2022-05,2022-05-24,Kunst Miller,Consumer,West,Office Supplies,17.088
291,2022-05,2022-05-24,Katharine Harms,Corporate,East,Office Supplies,6.24
292,2022-05,2022-05-24,Kunst Miller,Consumer,West,Office Supplies,29.6
293,2022-05,2022-05-24,Katharine Harms,Corporate,East,Office Supplies,66.96
294,2022-05,2022-05-25,Anna Häberlin,Corporate,South,Furniture,177.68
295,2022-05,2022-05-25,Rob Dowd,Consumer,South,Office Supplies,154.9
296,2022-05,2022-05-25,Sam Craven,Consumer,Central,Office Supplies,33.488
297,2022-05,2022-05-25,Sam Craven,Consumer,Central,Office Supplies,26.72
298,2022-05,2022-05-25,Rob Dowd,Consumer,South,Office Supplies,15.84
299,2022-05,2022-05-25,Rob Dowd,Consumer,South,Technology,1049.93
300,2022-05,2022-05-26,Katrina Edelman,Corporate,West,Office Supplies,11.16
301,2022-05,2022-05-26,Katrina Edelman,Corporate,West,Technology,159.98
302,2022-05,2022-05-26,Katrina Edelman,Corporate,West,Technology,62.31
303,2022-05,2022-05-27,Maurice Satty,Consumer,Central,Furniture,5.47
304,2022-05,2022-05-27,Maurice Satty,Consumer,Central,Office Supplies,79.36
305,2022-05,2022-05-27,Mary Zewe,Corporate,West,Office Supplies,7.184
306,2022-05,2022-05-27,Paul Knutson,Home Office,West,Office Supplies,18.9
307,2022-05,2022-05-27,Ken Black,Corporate,South,Office Supplies,12.96
308,2022-05,2022-05-27,Ken Black,Corporate,South,Office Supplies,19.44
309,2022-05,2022-05-27,Ken Black,Corporate,South,Office Supplies,232.55
310,2022-05,2022-05-27,Ken Black,Corporate,South,Technology,99.98
311,2022-05,2022-05-28,Greg Maxwell,Corporate,South,Office Supplies,22.96
312,2022-05,2022-05-28,Ruben Dartt,Consumer,Central,Office Supplies,26.7
313,2022-05,2022-05-28,Ruben Dartt,Consumer,Central,Office Supplies,13.89
314,2022-05,2022-05-28,Greg Maxwell,Corporate,South,Office Supplies,22.96
315,2022-05,2022-05-28,Roy Phan,Corporate,South,Office Supplies,115.36
316,2022-05,2022-05-28,Ruben Dartt,Consumer,Central,Office Supplies,40.2
317,2022-05,2022-05-28,Greg Maxwell,Corporate,South,Office Supplies,12.96
318,2022-05,2022-05-28,Tracy Hopkins,Home Office,East,Office Supplies,55.48
319,2022-05,2022-05-28,Ruben Dartt,Consumer,Central,Office Supplies,689.82
320,2022-05,2022-05-28,John Grady,Corporate,Central,Office Supplies,52.096
321,2022-05,2022-05-28,John Grady,Corporate,Central,Office Supplies,49.632
322,2022-05,2022-05-28,Greg Maxwell,Corporate,South,Office Supplies,4164.05
323,2022-05,2022-05-28,Greg Maxwell,Corporate,South,Technology,28.99
324,2022-05,2022-05-29,Andy Yotov,Corporate,West,Furniture,91.96
325,2022-05,2022-05-29,Andy Yotov,Corporate,West,Furniture,33.11
326,2022-05,2022-05-29,Scott Cohen,Corporate,West,Furniture,653.55
327,2022-05,2022-05-29,Shirley Daniels,Home Office,East,Furniture,154.764
328,2022-05,2022-05-29,Frank Hawley,Corporate,West,Office Supplies,70.95
329,2022-05,2022-05-29,Frank Hawley,Corporate,West,Office Supplies,65.568
330,2022-05,2022-05-29,Guy Phonely,Corporate,East,Office Supplies,44.91
331,2022-05,2022-05-29,Andy Yotov,Corporate,West,Office Supplies,55.48
332,2022-05,2022-05-29,Andy Yotov,Corporate,West,Office Supplies,19.44
333,2022-05,2022-05-29,Shirley Daniels,Home Office,East,Office Supplies,10.304
334,2022-05,2022-05-29,Scott Cohen,Corporate,West,Technology,33.9
335,2022-05,2022-05-29,Frank Hawley,Corporate,West,Technology,299.97
336,2022-05,2022-05-29,Shirley Daniels,Home Office,East,Technology,116.784
337,2022-05,2022-05-30,Pauline Johnson,Consumer,South,Furniture,8.96
338,2022-05,2022-05-30,Roland Schwarz,Corporate,South,Office Supplies,122.97
339,2022-05,2022-05-30,Valerie Mitchum,Home Office,South,Office Supplies,58.32
340,2022-05,2022-05-30,Roland Schwarz,Corporate,South,Technology,629.95
341,2022-05,2022-05-30,Valerie Mitchum,Home Office,South,Technology,200.97
342,2022-05,2022-05-31,Ruben Ausman,Corporate,South,Furniture,1215.92
343,2022-05,2022-05-31,Nathan Mautz,Home Office,West,Furniture,99.592
344,2022-05,2022-05-31,John Stevenson,Consumer,East,Furniture,172.11
345,2022-05,2022-05-31,Jim Mitchum,Corporate,West,Office Supplies,2.368
346,2022-05,2022-05-31,Pauline Chand,Home Office,West,Office Supplies,49.792
347,2022-05,2022-05-31,Jim Mitchum,Corporate,West,Office Supplies,19.008
348,2022-05,2022-05-31,Nathan Mautz,Home Office,West,Technology,399.96
